id_med;nome;preco;lab;uni_emb;formato;dosagem;quantidade;;;;
5697974;Rosuvastatina Sandoz;10,89;Sandoz Farmacêutica, Lda.;30;Comp. revest. p/ película;20 mg;0;;;;
5316609;Exemestano Accord;40,94;Accord Healthcare Limited;30;Comp. revest. p/ película;25 mg;0;;;;
5270061;Perindopril Sandoz;6,11;Sandoz Farmacêutica, Lda.;30;Comp.;4 mg;0;;;;
5270129;Perindopril Sandoz;8,24;Sandoz Farmacêutica, Lda.;30;Comp.;8 mg;0;;;;
5284302;Indapamida Teva;3,04;Teva Pharma - Produtos Farmacêuticos, Lda.;30;Comp. libert. prolong.;1.5 mg;0;;;;
5298930;Ondansetrom Germed;58,97;Germed Farmacêutica, Lda.;30;Comp. orodispersível;8 mg;0;;;;
5298872;Ondansetrom Germed;40,66;Germed Farmacêutica, Lda.;30;Comp. orodispersível;4 mg;0;;;;
5340435;Leflunomida Medac;32;Medac Gesellschalft fur Klinische Spezialpraparate GmbH;30;Comp. revest. p/ película;10 mg;0;;;;
5340450;Leflunomida Medac;31;Medac Gesellschalft fur Klinische Spezialpraparate GmbH;30;Comp. revest. p/ película;20 mg;0;;;;
5328935;Perindopril + Indapamida Sandoz;7,97;Sandoz Farmacêutica, Lda.;30;Comp.;2 mg + 0.625 mg;0;;;;
5395322;Tansulosina Sandoz;3,72;Sandoz Farmacêutica, Lda.;30;Comp. libert. prolong.;0.4 mg;0;;;;
5382569;Perindopril + Indapamida Krka;12,8;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;30;Comp.;8 mg + 2.5 mg;0;;;;
5399035;Perindopril + Indapamida Azevedos;9,53;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;30;Comp.;4 mg + 1.25 mg;0;;;;
5399001;Perindopril + Indapamida Azevedos;8,7;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;30;Comp.;2 mg + 0.625 mg;0;;;;
5358551;Perindopril + Indapamida Teva;12,8;Teva Pharma - Produtos Farmacêuticos, Lda.;30;Comp.;8 mg + 2.5 mg;0;;;;
5358528;Perindopril + Indapamida Ratiopharm;18,4;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;30;Comp.;8 mg + 2.5 mg;0;;;;
5413042;Eplerenona Pentafarma;20,21;Pentafarma - Sociedade Técnico-Medicinal, S.A.;30;Comp. revest. p/ película;25 mg;0;;;;
5410071;Losartan + Hidroclorotiazida Ratiopharm;6,32;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;30;Comp. revest. p/ película;100 mg + 25 mg;0;;;;
5413059;Eplerenona Pentafarma;26,6;Pentafarma - Sociedade Técnico-Medicinal, S.A.;30;Comp. revest. p/ película;50 mg;0;;;;
5379656;Tansulosina Mepha LP;8,8;Mepha - Investigação, Desenvolvimento e Fabricação Farmacêutica, Lda.;30;Comp. libert. prolong.;0.4 mg;0;;;;
5367917;Modafinil Labesfal;36,76;Generis Farmacêutica, S.A.;30;Comp.;100 mg;0;;;;
5470729;Rosuvastatina Ratiopharm;14,1;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;30;Comp. revest. p/ película;20 mg;0;;;;
5349238;Tansulosina Krka;6,02;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;30;Comp. libert. prolong.;0.4 mg;0;;;;
5374475;Perindopril Aurobindo;6,11;Generis Farmacêutica, S.A.;30;Comp.;4 mg;0;;;;
5374533;Perindopril Aurobindo;8,65;Generis Farmacêutica, S.A.;30;Comp.;8 mg;0;;;;
5403878;Perindopril + Indapamida Ciclum;3,5;Ciclum Farma Unipessoal, Lda.;30;Comp.;2 mg + 0.625 mg;0;;;;
5403902;Perindopril + Indapamida Ciclum;4,83;Ciclum Farma Unipessoal, Lda.;30;Comp.;4 mg + 1.25 mg;0;;;;
5351119;Venlafaxina Oara;8,91;Bluepharma - Indústria Farmacêutica, S.A.;30;Cáps. libert. prolong.;150 mg;0;;;;
5385133;Perindopril Azevedos;5,69;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;30;Comp.;4 mg;0;;;;
5385174;Perindopril Azevedos;8,24;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;30;Comp.;8 mg;0;;;;
5627716;Metilfenidato Mylan;20,43;Mylan, Lda.;30;Comp. libert. prolong.;18 mg;0;;;;
5627807;Metilfenidato Mylan;22,49;Mylan, Lda.;30;Comp. libert. prolong.;36 mg;0;;;;
5627815;Metilfenidato Mylan;26,96;Mylan, Lda.;30;Comp. libert. prolong.;54 mg;0;;;;
5582127;Rivastigmina Generis;42,48;Generis Farmacêutica, S.A.;30;Sistema transdérmico;4.6 mg/24 h;0;;;;
5582010;Rivastigmina Generis;42,72;Generis Farmacêutica, S.A.;30;Sistema transdérmico;9.5 mg/24 h;0;;;;
5591326;Metilfenidato Farmoz;22,28;Farmoz - Sociedade Técnico Medicinal, S.A.;30;Comp. libert. prolong.;36 mg;0;;;;
5591425;Metilfenidato Farmoz;31,36;Farmoz - Sociedade Técnico Medicinal, S.A.;30;Comp. libert. prolong.;54 mg;0;;;;
5591953;Perindopril + Indapamida Farmoz;11,55;Farmoz - Sociedade Técnico Medicinal, S.A.;30;Comp.;8 mg + 2.5 mg;0;;;;
5592100;Perindopril + Indapamida Tecazo;12,8;Pentafarma - Sociedade Técnico-Medicinal, S.A.;30;Comp.;8 mg + 2.5 mg;0;;;;
5591300;Metilfenidato Farmoz;21,51;Farmoz - Sociedade Técnico Medicinal, S.A.;30;Comp. libert. prolong.;18 mg;0;;;;
5617741;Rivastigmina Mylan;35,79;Mylan, Lda.;30;Adesivo transdérmico;4.6 mg/24 h;0;;;;
5617766;Rivastigmina Mylan;35,99;Mylan, Lda.;30;Adesivo transdérmico;9.5 mg/24 h;0;;;;
5618350;Perindopril + Indapamida Alter;3,83;Alter, S.A.;30;Comp.;2 mg + 0.625 mg;0;;;;
5618376;Perindopril + Indapamida Alter;12,16;Alter, S.A.;30;Comp.;8 mg + 2.5 mg;0;;;;
5618368;Perindopril + Indapamida Alter;5,09;Alter, S.A.;30;Comp.;4 mg + 1.25 mg;0;;;;
5625538;Rivastigmina Zentiva;31,95;Zentiva Portugal, Lda.;30;Adesivo transdérmico;4.6 mg/24 h;0;;;;
5625512;Rivastigmina Zentiva;32,14;Zentiva Portugal, Lda.;30;Adesivo transdérmico;9.5 mg/24 h;0;;;;
5625215;Gliclazida Zentiva;5,61;Zentiva Portugal, Lda.;30;Comp. libert. modif.;60 mg;0;;;;
5633706;Perindopril + Indapamida Mylan;3,63;Mylan, Lda.;30;Comp.;2 mg + 0.625 mg;0;;;;
5634050;Perindopril + Indapamida Cinfa;3,44;Cinfa Portugal,Lda.;30;Comp.;2 mg + 0.625 mg;0;;;;
5634100;Perindopril + Indapamida Cinfa;10,97;Cinfa Portugal,Lda.;30;Comp.;8 mg + 2.5 mg;0;;;;
5634209;Perindopril + Indapamida Cinfa;4,58;Cinfa Portugal,Lda.;30;Comp.;4 mg + 1.25 mg;0;;;;
5631932;Rilmenidina Zentiva;8,17;Zentiva Portugal, Lda.;30;Comp.;1 mg;0;;;;
5550124;Rivastigmina Pentafarma;41,54;Pentafarma - Sociedade Técnico-Medicinal, S.A.;30;Sistema transdérmico;9.5 mg/24 h;0;;;;
5550033;Rivastigmina Pentafarma;42,48;Pentafarma - Sociedade Técnico-Medicinal, S.A.;30;Sistema transdérmico;4.6 mg/24 h;0;;;;
5620935;Perindopril + Indapamida Generis;11,55;Generis Farmacêutica, S.A.;30;Comp.;8 mg + 2.5 mg;0;;;;
5640669;Oprymea;54,38;KRKA d.d., Novo mesto;30;Comp. libert. prolong.;3.15 mg;0;;;;
5640644;Oprymea;46,31;KRKA d.d., Novo mesto;30;Comp. libert. prolong.;2.62 mg;0;;;;
5444351;Metilfenidato Sandoz;21,98;Sandoz Farmacêutica, Lda.;30;Comp. libert. prolong.;18 mg;0;;;;
5465711;Gliclazida Generis;5,61;Generis Farmacêutica, S.A.;30;Comp. libert. modif.;60 mg;0;;;;
5465638;Gliclazida Krka;5,6;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;30;Comp. libert. modif.;60 mg;0;;;;
5557962;Rivastigmina Teva;42,72;Teva Pharma - Produtos Farmacêuticos, Lda.;30;Sistema transdérmico;9.5 mg/24 h;0;;;;
5557871;Rivastigmina Teva;42,48;Teva Pharma - Produtos Farmacêuticos, Lda.;30;Sistema transdérmico;4.6 mg/24 h;0;;;;
5572961;Memantina Bluepharma;11,68;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;30;Comp. revest. p/ película;10 mg;0;;;;
5563879;Metilfenidato Sandoz;25,49;Sandoz Farmacêutica, Lda.;30;Comp. libert. prolong.;27 mg;0;;;;
5563929;Pramipexol Aurobindo;18,89;Generis Farmacêutica, S.A.;30;Comp.;0.7 mg;0;;;;
5563952;Pramipexol Aurobindo;4,86;Generis Farmacêutica, S.A.;30;Comp.;0.18 mg;0;;;;
5563903;Pramipexol Aurobindo;4,23;Generis Farmacêutica, S.A.;30;Comp.;0.088 mg;0;;;;
5563978;Pramipexol Aurobindo;9,38;Generis Farmacêutica, S.A.;30;Comp.;0.35 mg;0;;;;
5603444;Gliclazida Labesfal LM;5,61;Generis Farmacêutica, S.A.;30;Comp. libert. modif.;60 mg;0;;;;
5463310;Tramadol Mylan;5,68;Mylan, Lda.;30;Comp. libert. prolong.;100 mg;0;;;;
5463377;Tramadol Mylan;8,15;Mylan, Lda.;30;Comp. libert. prolong.;200 mg;0;;;;
5463344;Tramadol Mylan;9,02;Mylan, Lda.;30;Comp. libert. prolong.;150 mg;0;;;;
5589916;Oprymea;11,34;KRKA d.d., Novo mesto;30;Comp. libert. prolong.;0.52 mg;0;;;;
5589866;Oprymea;8,76;KRKA d.d., Novo mesto;30;Comp. libert. prolong.;0.26 mg;0;;;;
5589940;Oprymea;21,84;KRKA d.d., Novo mesto;30;Comp. libert. prolong.;1.05 mg;0;;;;
5590021;Oprymea;37,26;KRKA d.d., Novo mesto;30;Comp. libert. prolong.;2.1 mg;0;;;;
5587175;Leflunomida Pentafarma;31,95;Pentafarma - Sociedade Técnico-Medicinal, S.A.;30;Comp. revest. p/ película;10 mg;0;;;;
5602446;Bisoprolol Krka;2,41;KRKA d.d., Novo mesto;30;Comp. revest. p/ película;2.5 mg;0;;;;
5587274;Leflunomida Farmoz;31,18;Farmoz - Sociedade Técnico Medicinal, S.A.;30;Comp. revest. p/ película;20 mg;0;;;;
5587241;Leflunomida Farmoz;32,01;Farmoz - Sociedade Técnico Medicinal, S.A.;30;Comp. revest. p/ película;10 mg;0;;;;
5587217;Leflunomida Pentafarma;30,95;Pentafarma - Sociedade Técnico-Medicinal, S.A.;30;Comp. revest. p/ película;20 mg;0;;;;
5560636;Etolyn;9,97;Abdi Farma, Unip. Lda.;30;Comp. libert. prolong.;600 mg;0;;;;
5713565;Quetiapina Teva;11,36;Teva Pharma - Produtos Farmacêuticos, Lda.;30;Comp. libert. prolong.;150 mg;0;;;;
5713573;Quetiapina ratiopharm;11,96;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;30;Comp. libert. prolong.;150 mg;0;;;;
5714324;Rosuvastatina Tecnigen;6,67;Pentafarma - Sociedade Técnico-Medicinal, S.A.;30;Comp. revest. p/ película;20 mg;0;;;;
5712765;Rasagilina Ciclum;28,87;Ciclum Farma Unipessoal, Lda.;30;Comp.;1 mg;0;;;;
5713854;Mirtazapina Jaba;3,03;Jaba Recordati, S.A.;30;Comp. revest. p/ película;15 mg;0;;;;
5715719;Rosuvastatina Tecnilor;6,68;Farma 1000 - Prod. Farmacêuticos, Lda.;30;Comp. revest. p/ película;20 mg;0;;;;
5717079;Perindopril + Amlodipina TAD;6,77;TAD pharma GmbH;30;Comp.;4 mg + 10 mg;0;;;;
5717061;Perindopril + Amlodipina TAD;6,91;TAD pharma GmbH;30;Comp.;4 mg + 5 mg;0;;;;
5717111;Perindopril + Amlodipina TAD;9,65;TAD pharma GmbH;30;Comp.;8 mg + 10 mg;0;;;;
5717103;Perindopril + Amlodipina TAD;9,49;TAD pharma GmbH;30;Comp.;8 mg + 5 mg;0;;;;
5712815;Tansulosina Zentiva;4,55;Zentiva Portugal, Lda.;30;Cáps. libert. modif.;0.4 mg;0;;;;
5646336;Rosuvastatina Pharmakern;7,3;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;30;Comp. revest. p/ película;20 mg;0;;;;
5666078;Rosuvastatina Teva;7,97;Teva Pharma - Produtos Farmacêuticos, Lda.;30;Comp. revest. p/ película;20 mg;0;;;;
5666235;Gliclazida ratiopharm;4,56;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;30;Comp. libert. modif.;60 mg;0;;;;
5660816;Perindopril Aurovitas;5,05;Generis Farmacêutica, S.A.;30;Comp.;4 mg;0;;;;
5664164;Quetiapina Mylan;17,16;Mylan, Lda.;30;Comp. libert. prolong.;150 mg;0;;;;
5750336;Bupropiom Generis;9,87;Generis Farmacêutica, S.A.;30;Comp. libert. modif.;150 mg;0;;;;
5711411;Mirtazapina Aurovitas;5,8;Generis Farmacêutica, S.A.;30;Comp. orodispersível;15 mg;0;;;;
5711437;Mirtazapina Aurovitas;12,59;Generis Farmacêutica, S.A.;30;Comp. orodispersível;45 mg;0;;;;
5711429;Mirtazapina Aurovitas;8,58;Generis Farmacêutica, S.A.;30;Comp. orodispersível;30 mg;0;;;;
5713243;Quetiapina Alter SR;13,26;Alter, S.A.;30;Comp. libert. prolong.;150 mg;0;;;;
5713342;Quetiapina Rocoz SR;12,59;Alter, S.A.;30;Comp. libert. prolong.;150 mg;0;;;;
5694971;Metilfenidato Mylan;21,06;Mylan, Lda.;30;Comp. libert. prolong.;27 mg;0;;;;
5687348;Venlafaxina Aurovitas;8,9;Generis Farmacêutica, S.A.;30;Cáps. libert. prolong.;150 mg;0;;;;
5687413;Venlafaxina Aurovitas;7,8;Generis Farmacêutica, S.A.;30;Cáps. libert. prolong.;75 mg;0;;;;
5687363;Venlafaxina Aurovitas;5,38;Generis Farmacêutica, S.A.;30;Cáps. libert. prolong.;37.5 mg;0;;;;
5705074;Rosuvastatina Farmoz;8,39;Farmoz - Sociedade Técnico Medicinal, S.A.;30;Comp. revest. p/ película;20 mg;0;;;;
5663026;Rosuvastatina Bisten;13,39;Alter, S.A.;30;Comp. revest. p/ película;20 mg;0;;;;
5664768;Rasagilina Tolife;36,68;ToLife - Produtos Farmacêuticos, S.A.;30;Comp.;1 mg;0;;;;
5642772;Rosuvastatina Ciclum;6,5;Ciclum Farma Unipessoal, Lda.;30;Comp. revest. p/ película;20 mg;0;;;;
5658653;Perindopril Cinfa;4,79;Cinfa Portugal,Lda.;30;Comp.;4 mg;0;;;;
5658711;Perindopril Cinfa;6,84;Cinfa Portugal,Lda.;30;Comp.;8 mg;0;;;;
5660162;Quetiapina Ciclum;11,3;Ciclum Farma Unipessoal, Lda.;30;Comp. libert. prolong.;150 mg;0;;;;
5701958;Rosuvastatina Mylan;12,72;Mylan, Lda.;30;Comp. revest. p/ película;20 mg;0;;;;
5659313;Rasagilina Alter;35,46;Alter, S.A.;30;Comp.;1 mg;0;;;;
5659354;Rasagilina Alras;41,68;Alter, S.A.;30;Comp.;1 mg;0;;;;
5664057;Rosuvastatina Zentiva;8,4;Zentiva Portugal, Lda.;30;Comp. revest. p/ película;20 mg;0;;;;
5649975;Quetiapina Bluepharma LP;10,79;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;30;Comp. libert. prolong.;150 mg;0;;;;
5673066;Rasagilina Bluefish;32;Bluefish Pharmaceuticals AB;30;Comp.;1 mg;0;;;;
5663604;Lorazepam Pharmakern;2,47;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;30;Comp.;2.5 mg;0;;;;
5671276;Quetiapina Sandoz;17,16;Sandoz Farmacêutica, Lda.;30;Comp. libert. prolong.;150 mg;0;;;;
5643754;Gliclazida Alter;5,34;Alter, S.A.;30;Comp. libert. modif.;60 mg;0;;;;
5681366;Quetiapina Generis;17,16;Generis Farmacêutica, S.A.;30;Comp. libert. prolong.;150 mg;0;;;;
5642574;Levodopa + Carbidopa + Entacapona Ratiopharm;17,11;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;30;Comp. revest. p/ película;50 mg + 12.5 mg + 200 mg;0;;;;
5669908;Rasagilina Aurovitas;39,31;Generis Farmacêutica, S.A.;30;Comp.;1 mg;0;;;;
5662861;Rosuvastatina Alter;7,97;Alter, S.A.;30;Comp. revest. p/ película;20 mg;0;;;;
5653951;Rivastigmina Teva;39,8;Teva Pharma - Produtos Farmacêuticos, Lda.;30;Adesivo transdérmico;13.3 mg/24 h;0;;;;
5679071;Rosuvastatina Aurovitas;7,97;Generis Farmacêutica, S.A.;30;Comp. revest. p/ película;20 mg;0;;;;
5702964;Rosuvastatina toLife;9,5;ToLife - Produtos Farmacêuticos, S.A.;30;Comp. revest. p/ película;20 mg;0;;;;
5694211;Quetiapina SR Zentiva;15,48;Zentiva Portugal, Lda.;30;Comp. libert. prolong.;150 mg;0;;;;
5701719;Quetiapina toLife SR;13,96;ToLife - Produtos Farmacêuticos, S.A.;30;Comp. libert. prolong.;150 mg;0;;;;
5695366;Tafixyl;5,34;Pharma Bavaria Internacional (PBI) Portugal, Unipessoal Lda.;30;Comp. revest. p/ película;500 mg;0;;;;
5706445;Rosuvastatina Tetrafarma;9,82;Tetrafarma - Produtos Farmacêuticos, Lda.;30;Comp. revest. p/ película;20 mg;0;;;;
5706635;Rosuvastatina Bluepharma;10,34;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;30;Comp. revest. p/ película;20 mg;0;;;;
5706130;Rosuvastatina Pentafarma;11,47;Pentafarma - Sociedade Técnico-Medicinal, S.A.;30;Comp. revest. p/ película;20 mg;0;;;;
5706023;Rosuvastatina GP;9,32;GP - Genéricos Portugueses, Lda.;30;Comp. revest. p/ película;20 mg;0;;;;
5735758;Venlafaxina Ciclum;7,75;Ciclum Farma Unipessoal, Lda.;30;Cáps. libert. prolong.;75 mg;0;;;;
5735774;Venlafaxina Ciclum;12,61;Ciclum Farma Unipessoal, Lda.;30;Cáps. libert. prolong.;225 mg;0;;;;
5735766;Venlafaxina Ciclum;8,8;Ciclum Farma Unipessoal, Lda.;30;Cáps. libert. prolong.;150 mg;0;;;;
5735733;Venlafaxina Ciclum;3,42;Ciclum Farma Unipessoal, Lda.;30;Cáps. libert. prolong.;37.5 mg;0;;;;
5762000;Metilfenidato ratiopharm;15,37;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;30;Comp. libert. prolong.;18 mg;0;;;;
5762034;Metilfenidato ratiopharm;25,94;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;30;Comp. libert. prolong.;54 mg;0;;;;
5762018;Metilfenidato ratiopharm;21,06;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;30;Comp. libert. prolong.;27 mg;0;;;;
5762026;Metilfenidato ratiopharm;21,16;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;30;Comp. libert. prolong.;36 mg;0;;;;
5726641;Rosuvastatina TAD;7,3;TAD pharma GmbH;30;Comp. revest. p/ película;20 mg;0;;;;
5719851;Mirtazapina Generis;12,14;Generis Farmacêutica, S.A.;30;Comp. revest. p/ película;30 mg;0;;;;
5719836;Mirtazapina Generis;5,83;Generis Farmacêutica, S.A.;30;Comp. revest. p/ película;15 mg;0;;;;
5718556;Rosuvastatina Generis;16,47;Generis Farmacêutica, S.A.;30;Comp. revest. p/ película;20 mg;0;;;;
5719604;Venlafaxina Generis;9,54;Generis Farmacêutica, S.A.;30;Cáps. libert. prolong.;150 mg;0;;;;
5719521;Venlafaxina Generis;8,37;Generis Farmacêutica, S.A.;30;Cáps. libert. prolong.;37.5 mg;0;;;;
5719612;Venlafaxina Generis;8,24;Generis Farmacêutica, S.A.;30;Cáps. libert. prolong.;75 mg;0;;;;
5846886;Risperidona Generis 2 mg Comprimidos Orodispersíveis;9,28;Generis Farmacêutica, S.A.;28;Comp. orodispersível;2 mg;0;;;;
5097290;Terbinafina Cinfa;16,4;Cinfa Portugal,Lda.;28;Comp.;250 mg;0;;;;
5096896;Terbinafina Almus;18,16;Almus, Lda.;28;Comp.;250 mg;0;;;;
5097092;Terbinafina Farmoz 250 mg Comprimidos;17,15;Farmoz - Sociedade Técnico Medicinal, S.A.;28;Comp.;250 mg;0;;;;
5242490;Terbinafina toLife 250 mg Comprimidos;17,18;ToLife - Produtos Farmacêuticos, S.A.;28;Comp.;250 mg;0;;;;
4977799;Terbinafina Pentafarma;8,98;Pentafarma - Sociedade Técnico-Medicinal, S.A.;28;Comp.;250 mg;0;;;;
5159199;Terbinafina Atral;9,73;Laboratórios Atral, S.A.;28;Comp.;250 mg;0;;;;
5160890;Terbinafina Bluepharma 250 mg Comprimidos;17,84;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;28;Comp.;250 mg;0;;;;
5159108;Lercanidipina Jaba;4,65;Jaba Recordati, S.A.;28;Comp. revest. p/ película;20 mg;0;;;;
5028089;Terbinafina Jaba 250 mg Comprimidos;8,89;Jaba Recordati, S.A.;28;Comp.;250 mg;0;;;;
5138938;Olanzapina Generis;20;Generis Farmacêutica, S.A.;28;Comp. orodispersível;10 mg;0;;;;
5139761;Olanzapina Generis Phar;5,36;Generis Farmacêutica, S.A.;28;Comp. revest. p/ película;2.5 mg;0;;;;
5138912;Olanzapina Generis;11,49;Generis Farmacêutica, S.A.;28;Comp. orodispersível;5 mg;0;;;;
5159538;Losartan + Hidroclorotiazida Alter;8,52;Alter, S.A.;28;Comp. revest. p/ película;100 mg + 12.5 mg;0;;;;
5159835;Losartan + Hidroclorotiazida Cotiasar;8,52;Pentafarma - Sociedade Técnico-Medicinal, S.A.;28;Comp. revest. p/ película;100 mg + 12.5 mg;0;;;;
5159736;Losartan + Hidroclorotiazida Tecnigen;7,95;Pentafarma - Sociedade Técnico-Medicinal, S.A.;28;Comp. revest. p/ película;100 mg + 12.5 mg;0;;;;
5135108;Atorvastatina Limeg;6,27;Generis Farmacêutica, S.A.;28;Comp. revest. p/ película;40 mg;0;;;;
5135033;Atorvastatina Labesfal;3,5;Generis Farmacêutica, S.A.;28;Comp. revest. p/ película;20 mg;0;;;;
5159439;Losartan + Hidroclorotiazida Hicortal;8,52;Alter, S.A.;28;Comp. revest. p/ película;100 mg + 12.5 mg;0;;;;
5159579;Losartan + Hidroclorotiazida Jaba;8,9;Jaba Recordati, S.A.;28;Comp. revest. p/ película;100 mg + 12.5 mg;0;;;;
5339684;Terbinafina Generis 250 mg Comprimidos;18,16;Generis Farmacêutica, S.A.;28;Comp.;250 mg;0;;;;
5339882;Terbinafina Pharmakern 250 mg Comprimidos;13,8;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;28;Comp.;250 mg;0;;;;
5136940;Valsartan Alter;3,62;Alter, S.A.;28;Comp. revest. p/ película;80 mg;0;;;;
5164504;Nebivolol ToLife;6,38;ToLife - Produtos Farmacêuticos, S.A.;28;Comp.;5 mg;0;;;;
5392980;Terbinafina Mylan;9,73;Mylan, Lda.;28;Comp.;250 mg;0;;;;
4332789;Sinvastatina Bluepharma;2,96;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;28;Comp. revest. p/ película;10 mg;0;;;;
5435284;Terbinafina Sandoz 250 mg Comprimidos;18,16;Sandoz Farmacêutica, Lda.;28;Comp.;250 mg;0;;;;
5151964;Irbesartan Pharmakern;6,5;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;28;Comp. revest. p/ película;75 mg;0;;;;
5152053;Irbesartan Pharmakern;5,6;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;28;Comp. revest. p/ película;150 mg;0;;;;
5152145;Irbesartan Pharmakern;8,84;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;28;Comp. revest. p/ película;300 mg;0;;;;
5163803;Losartan + Hidroclorotiazida Zentiva;4,37;Zentiva Portugal, Lda.;28;Comp. revest. p/ película;100 mg + 25 mg;0;;;;
5163753;Losartan + Hidroclorotiazida Basi;4,07;Laboratórios Basi - Indústria Farmacêutica, S.A;28;Comp. revest. p/ película;100 mg + 25 mg;0;;;;
5163712;Losartan + Hidroclorotiazida Stada;4,37;Stada, Lda.;28;Comp. revest. p/ película;100 mg + 25 mg;0;;;;
5439286;Finasterida Limeg;22,5;Generis Phar - Promoção de Medicamentos, Unip. Lda.;28;Comp. revest. p/ película;1 mg;0;;;;
5509989;Terbinafina GP 250 mg Comprimidos;12,3;GP - Genéricos Portugueses, Lda.;28;Comp.;250 mg;0;;;;
5565981;Itraconazol Ratiopharm 100 mg Cápsulas;13,16;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;28;Cáps.;100 mg;0;;;;
5181763;Irbesartan Ratiopharm;11,23;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;28;Comp. revest. p/ película;300 mg;0;;;;
5181607;Irbesartan Ratiopharm;7,72;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;28;Comp. revest. p/ película;75 mg;0;;;;
5181672;Irbesartan Ratiopharm;7,85;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;28;Comp. revest. p/ película;150 mg;0;;;;
5204532;Raloxifeno Generis;12,92;Generis Farmacêutica, S.A.;28;Comp. revest. p/ película;60 mg;0;;;;
5204656;Montelucaste Alter;5,3;Alter, S.A.;28;Comp. revest. p/ película;10 mg;0;;;;
5126313;Indapamida Farmoz;3,17;Farmoz - Sociedade Técnico Medicinal, S.A.;28;Comp. libert. prolong.;1.5 mg;0;;;;
5126339;Indapamida Bluepharma;4,37;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;28;Comp. libert. prolong.;1.5 mg;0;;;;
5125778;Donepezilo Bluepharma;9;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;28;Comp. revest. p/ película;5 mg;0;;;;
5207717;Clopidogrel Krival;4,79;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;28;Comp. revest. p/ película;75 mg;0;;;;
5207550;Clopidogrel Kaissan;9,17;Sandoz Farmacêutica, Lda.;28;Comp. revest. p/ película;75 mg;0;;;;
5219415;Fluvastatina Generis;5,06;Generis Farmacêutica, S.A.;28;Cáps.;20 mg;0;;;;
5213558;Nebivolol Mylan;6,17;Mylan, Lda.;28;Comp.;5 mg;0;;;;
5216916;Olanzapina Labesfal Odis;9,49;Generis Farmacêutica, S.A.;28;Comp. orodispersível;5 mg;0;;;;
5216957;Olanzapina Bluepharma;14,1;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;28;Comp. orodispersível;5 mg;0;;;;
5216932;Olanzapina Labesfal Odis;20;Generis Farmacêutica, S.A.;28;Comp. orodispersível;10 mg;0;;;;
5217500;Donepezilo Farmoz;4,8;Farmoz - Sociedade Técnico Medicinal, S.A.;28;Comp. revest. p/ película;10 mg;0;;;;
5217401;Donepezilo Fixime;9,75;Pentafarma - Sociedade Técnico-Medicinal, S.A.;28;Comp. revest. p/ película;10 mg;0;;;;
5217443;Donepezilo Farmoz;4,38;Farmoz - Sociedade Técnico Medicinal, S.A.;28;Comp. revest. p/ película;5 mg;0;;;;
5216718;Donepezilo Fixime;5,74;Pentafarma - Sociedade Técnico-Medicinal, S.A.;28;Comp. revest. p/ película;5 mg;0;;;;
5216973;Olanzapina Bluepharma;24,49;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;28;Comp. orodispersível;10 mg;0;;;;
